Date,Close,High,Low,Open,Volume,Daily_Return,SMA_20,SMA_50,Signal,Position,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return,Peak,Drawdown
2023-02-22,146.92088317871094,147.94698436963745,145.19425945136115,146.88140906273446,51011300,0.002895903301431746,147.6651969909668,,0,0.0,0.0,1.192431041848187,1.0,1.0,0.0
2023-02-23,147.40431213378906,148.33175804369702,145.27317680704334,148.0850975380816,48394200,0.00329040327432617,148.04782943725587,,0,0.0,0.0,1.1963546208526923,1.0,1.0,0.0
2023-02-24,144.75025939941406,145.22384336023686,143.77347836618958,145.14491019093927,55469600,-0.01800525843481493,148.19431915283204,,0,0.0,-0.0,1.1748139467245546,1.0,1.0,0.0
2023-02-27,145.94410705566406,147.1774097603546,145.48038403430326,145.73692063205627,44998500,0.008247637421883836,148.30346603393554,,0,0.0,0.0,1.1845033861953111,1.0,1.0,0.0
2023-02-28,145.44088745117188,147.0885776329724,144.86863333722954,145.0856957616546,50547000,-0.003448029623424609,148.53177337646486,,0,0.0,-0.0,1.180419183430663,1.0,1.0,0.0
2023-03-01,143.3689727783203,145.26332395747403,143.07297711330398,144.86867310742886,55479000,-0.014245751034399845,148.59294509887695,,0,0.0,-0.0,1.1636032256272801,1.0,1.0,0.0
2023-03-02,143.96095275878906,144.75026945161636,141.977792498003,142.4513915466776,52238100,0.004129066205866394,148.6275619506836,,0,0.0,0.0,1.1684078203832549,1.0,1.0,0.0
2023-03-03,149.0125732421875,149.09150642636217,145.36200004016092,146.06250758539213,70732300,0.035090212912542995,148.64926452636718,,0,0.0,0.0,1.2094074995691835,1.0,1.0,0.0
2023-03-06,151.77516174316406,154.21216902598104,151.41010897005816,151.7356876269036,87558000,0.01853929799928067,148.62783203125,,0,0.0,0.0,1.2318290656062614,1.0,1.0,0.0
2023-03-07,149.57493591308594,151.9724687898397,149.11121296034582,151.64687511738626,56182000,-0.014496613311480888,148.63282928466796,,0,0.0,-0.0,1.2139717159763246,1.0,1.0,0.0
2023-03-08,150.82798767089844,151.41997901042942,149.80188641133856,150.76879154793838,47204800,0.008377417982252222,148.55664978027343,,0,0.0,0.0,1.2241416644596903,1.0,1.0,0.0
2023-03-09,148.57843017578125,152.47566345847628,148.2232384177023,151.50875841619168,53833600,-0.014914721928304453,148.50246505737306,,0,0.0,-0.0,1.2058839319334222,1.0,1.0,0.0
2023-03-10,146.51632690429688,148.9237356272084,145.63821618700155,148.2034912322262,68572400,-0.013878887191395961,148.3968933105469,,0,0.0,-0.0,1.1891476048762013,1.0,1.0,0.0
2023-03-13,148.46005249023438,151.09438534791173,145.72704939093524,145.83558063473313,84457100,0.013266272960877012,148.37025527954103,,0,0.0,0.0,1.204923161593262,1.0,1.0,0.0
2023-03-14,150.5517120361328,151.35088971565344,148.09498288130473,149.25921331444258,73695900,0.014089039514761259,148.308097076416,,0,0.0,0.0,1.2218993716292006,1.0,1.0,0.0
2023-03-15,150.9463653564453,151.20288685726504,147.9173671829065,149.1704067412566,77167900,0.002621380487641156,148.29773712158203,142.74568634033204,1,0.0,0.0,1.2251024347998503,1.0,1.0,0.0
2023-03-16,153.76815795898438,154.3700101664544,149.6143886164517,150.1274466592856,76161100,0.01869400827158496,148.323388671875,143.35682510375977,1,1.0,0.01869400827158496,1.2480045098495376,1.018694008271585,1.018694008271585,0.0
2023-03-17,152.92955017089844,154.64631312163698,152.21916653990084,153.99512561739482,98944600,-0.0054537155105260915,148.38702697753905,143.92577529907226,1,1.0,-0.0054537155105260915,1.2411982482969646,1.0131383409581942,1.018694008271585,-0.005453715510526098
2023-03-20,155.29745483398438,155.7118577491849,152.0908681263484,152.99859207349292,73641400,0.015483630602717513,148.62628631591798,144.56848556518554,1,1.0,0.015483630602717513,1.2604165034783348,1.028825400779041,1.028825400779041,0.0
2023-03-21,157.1523895263672,157.27078178868533,154.44898411535414,155.21857898532377,73938300,0.011944398537411693,149.15907363891603,145.15766174316406,1,1.0,0.011944398537411693,1.275471420519011,1.041114101391358,1.041114101391358,0.0
2023-03-22,155.72171020507812,159.97413485829682,155.7019731494937,157.17207516380427,75701800,-0.009103770713260628,149.59911499023437,145.70778228759767,1,1.0,-0.009103770713260628,1.2638598211552892,1.0316360373259488,1.041114101391358,-0.009103770713260623
2023-03-23,156.80703735351562,159.3920501505052,155.57373460560854,156.70838216666218,67622100,0.00696965854669962,150.0692512512207,146.26818115234374,1,1.0,0.00696965854669962,1.2726684925596343,1.038826188250581,1.041114101391358,-0.0021975623399198476
2023-03-24,158.10940551757812,158.19819969843707,155.74147036488569,156.73797352277555,59196500,0.008305546651750984,150.7372085571289,146.80024810791016,1,1.0,0.008305546651750984,1.283238700096802,1.0474542076201567,1.0474542076201567,0.0
2023-03-27,156.16571044921875,158.62245469903792,155.76118357485748,157.8035399490982,52390300,-0.01229335511063745,151.24828872680663,147.29501739501953,1,1.0,-0.01229335511063745,1.2674633910647992,1.0345774810837507,1.0474542076201567,-0.012293355110637528
2023-03-28,155.54412841796875,156.37291926303735,153.89643783944095,155.85986113132142,45992200,-0.003980272170260646,151.7534507751465,147.75075622558595,1,1.0,-0.003980272170260646,1.2624185418025198,1.0304595811278148,1.0474542076201567,-0.016224696381672087
2023-03-29,158.6224365234375,158.89869507550165,157.22140670798015,157.24112870815475,51305700,0.01979057735433698,152.51612396240233,148.24481170654298,1,1.0,0.01979057735433698,1.2874025336076118,1.0508529711786425,1.0508529711786425,0.0
2023-03-30,160.1912078857422,160.2997391161816,159.11577163727372,159.37229315696538,49501700,0.00988997141065151,153.32763671875,148.78462554931642,1,1.0,0.00988997141065151,1.3001349078589914,1.0612458770203974,1.0612458770203974,0.0
2023-03-31,162.69728088378906,162.79595111857384,159.74723055627194,160.27014967971024,68749800,0.015644260575364166,154.0118721008301,149.37337890625,1,1.0,0.015644260575364166,1.3204745571406646,1.0778482840550354,1.0778482840550354,0.0
2023-04-03,163.9503173828125,164.06870961825848,162.02636828199599,162.07570339841976,56976200,0.007701643765751998,154.6206298828125,149.93596588134767,1,1.0,0.007701643765751998,1.3306443817815012,1.0861494875723543,1.0861494875723543,0.0
2023-04-04,163.41754150390625,164.61137005549932,162.90448337873613,164.37458557847017,46278300,-0.0032496178562573252,155.31276016235353,150.42406005859374,1,1.0,-0.0032496178562573252,1.3263202960381355,1.0826199168029744,1.0861494875723543,-0.003249617856257333
2023-04-05,161.57249450683594,162.84527116493152,159.6386845457234,162.53941454235493,51511700,-0.01129038523092829,155.8499855041504,150.84727600097656,1,1.0,-0.01129038523092829,1.3113456289562662,1.0703967208835934,1.0861494875723543,-0.014503313649735101
2023-04-06,162.46047973632812,162.75647535534287,159.83600833200663,160.26025717712315,45390100,0.005495893544272823,156.54408798217773,151.30145233154298,1,1.0,0.005495893544272823,1.3185526449327574,1.0762795073117084,1.0861494875723543,-0.00908712877332035
2023-04-10,159.8656005859375,159.8656005859375,157.94165171461705,159.26374836927192,47716900,-0.01597237158601339,157.21155166625977,151.6623550415039,1,1.0,-0.01597237158601339,1.2974922321321707,1.0590887710905144,1.0861494875723543,-0.024914357361916335
2023-04-11,158.6520538330078,160.19121311129285,158.36591919116847,160.1813521100088,47644200,-0.007591043654681218,157.72115173339844,151.9601727294922,1,1.0,-0.007591043654681218,1.2876429119564456,1.0510491819949837,1.0861494875723543,-0.03231627504223485
2023-04-12,157.96142578125,159.8952361057982,157.64569304379242,159.0664602524204,50133100,-0.00435309871553724,158.0916374206543,152.30190643310547,1,1.0,-0.00435309871553724,1.2820376752503375,1.0464738611508748,1.0861494875723543,-0.0365286978223948
2023-04-13,163.34848022460938,163.58527977239888,159.26378211877287,159.47098360495934,68445600,0.03410360736310114,158.7117431640625,152.72596527099608,1,1.0,0.03410360736310114,1.325759784751778,1.0821623948273127,1.0861494875723543,-0.003670850827313959
2023-04-14,163.00315856933594,164.0983319737809,161.63172656331614,162.39143019016473,49386500,-0.0021140181702248295,159.1734931945801,153.1206561279297,1,1.0,-0.0021140181702248295,1.3229571044774593,1.0798746838615136,1.0861494875723543,-0.005777108752189749
2023-04-17,163.0228729248047,163.1807392768596,161.83890539432053,162.8847436304976,41516200,0.00012094462243417148,159.67815933227538,153.40954315185547,1,1.0,0.00012094462243417148,1.323117109024957,1.0800052888974294,1.0861494875723543,-0.005656862839992441
2023-04-18,164.24630737304688,165.1737533320214,163.4372536454433,163.88125462301093,49923000,0.00750467971943114,160.1256019592285,153.65039306640625,1,1.0,0.00750467971943114,1.3330466791594888,1.0881103826858962,1.0881103826858962,0.0
2023-04-19,165.39080810546875,165.91372717633618,163.32871482350347,163.58525138616776,47720200,0.0069681976461266615,160.5375228881836,153.9687094116211,1,1.0,0.0069681976461266615,1.342335611891385,1.095692550893254,1.095692550893254,0.0
2023-04-20,164.42391967773438,165.6276243886042,163.3484832728481,163.87140244421354,52456400,-0.005846083218347897,160.9726333618164,154.21015625,1,1.0,-0.005846083218347897,1.334488206197316,1.089287041059008,1.095692550893254,-0.005846083218347965
2023-04-21,162.815673828125,164.22656472043278,162.2927547507698,162.84527188495923,58337300,-0.009781094215254638,161.27306518554687,154.47322723388672,1,1.0,-0.009781094215254638,1.321435451323354,1.078632621882954,1.095692550893254,-0.015569996342853654
2023-04-24,163.12155151367188,163.387949114539,161.70078438233358,162.79595779149312,41949600,0.0018786746899428497,161.52367248535157,154.76310302734376,1,1.0,0.0018786746899428497,1.3239179986601484,1.0806590216894323,1.095692550893254,-0.013720572610962602
2023-04-25,161.58238220214844,164.08844653165775,161.54290808705858,162.98341218856248,48714100,-0.009435720156171001,161.79450607299805,155.01489440917967,1,1.0,-0.009435720156171001,1.3114258789150732,1.0704622255765293,1.095692550893254,-0.02302682928359415
2023-04-26,161.57249450683594,163.07219461797823,160.6253265824028,160.8818480921529,45498800,-6.119290468264982e-05,162.0959243774414,155.21044677734375,1,1.0,-6.119290468264982e-05,1.3113456289562664,1.0703967208835932,1.095692550893254,-0.023086613109707315
2023-04-27,166.160400390625,166.3083906842776,162.98341161052969,162.98341161052969,64902300,0.028395339799590413,162.4728225708008,155.51058349609374,1,1.0,0.028395339799590413,1.348581733685187,1.1007909994934502,1.1007909994934502,0.0
2023-04-28,167.4134063720703,167.58114875947356,165.63746282624027,166.23931504498196,55275900,0.007540942237137305,162.83393249511718,155.79374908447267,1,1.0,0.007540942237137305,1.3587513106409657,1.109092000835791,1.109092000835791,0.0
2023-05-01,167.3246307373047,168.17314354860417,166.387323749872,167.0187740939811,52472900,-0.0005302779310775163,163.06529998779297,156.10710601806642,1,1.0,-0.0005302779310775163,1.3580307948071102,1.1085038738242132,1.109092000835791,-0.000530277931077432
2023-05-02,166.28866577148438,168.07450075678005,165.3020235951721,167.81796415576136,48425700,-0.0061913476889529084,163.18221740722657,156.42263397216797,1,1.0,-0.0061913476889529084,1.3496227539841543,1.1016407409268163,1.109092000835791,-0.006718342484987297
2023-05-03,165.21322631835938,168.63687581044152,164.92710671677185,167.23584575291258,65136000,-0.0064673046003200785,163.27200164794922,156.79696563720702,1,1.0,-0.0064673046003200785,1.340894332538616,1.0945160946951202,1.109092000835791,-0.013142197518047731
2023-05-04,163.57537841796875,164.8086809772467,162.11515240317325,162.68740659727376,81235400,-0.009913539835089025,163.37214584350585,157.1300555419922,1,1.0,-0.009913539835089025,1.3276013231583492,1.0836655657902141,1.109092000835791,-0.022925451654520958
2023-05-05,171.2515106201172,171.9717552811304,168.47903312093837,168.69609563055332,113453200,0.046927185963980156,163.81169738769532,157.60699951171875,1,1.0,0.046927185963980156,1.3899019173362273,1.1345189413188133,1.1345189413188133,0.0
2023-05-08,171.1824188232422,171.52774960942492,169.81098679048802,170.17603958076435,55962800,-0.00040345218926718385,164.37753829956054,158.13564270019532,1,1.0,-0.00040345218926718385,1.3893411583648112,1.134061217168173,1.1345189413188133,-0.0004034521892672789
2023-05-09,169.4755401611328,171.22188606967399,169.30781278853107,170.73844101187063,45326900,-0.009971109614193785,164.9187126159668,158.60627136230468,1,1.0,-0.009971109614193785,1.3754878853832446,1.122753368462583,1.1345189413188133,-0.01037053893745789
2023-05-10,171.24159240722656,171.70531537679722,169.60376298512443,170.70881232248743,53724500,0.010420691059102927,165.5827209472656,159.12228546142578,1,1.0,0.010420691059102927,1.3898214196923622,1.1344532344508986,1.1345189413188133,-5.791606073870155e-05
2023-05-11,171.42906188964844,172.25783762602444,169.87016559220018,171.5277321199156,49514700,0.0010947660541258397,165.98675003051758,159.68348724365234,1,1.0,0.0010947660541258397,1.3913429490039384,1.1356951953419687,1.1356951953419687,0.0
2023-05-12,170.50035095214844,171.97247152405595,168.94917294661113,171.5377460938216,45533100,-0.005417464969258434,166.3616096496582,160.21427520751953,1,1.0,-0.005417464969258434,1.3838053973174849,1.1295426064054486,1.1356951953419687,-0.005417464969258367
2023-05-15,170.00634765625,171.13267487374878,169.4135375098661,171.0832715155854,37266700,-0.0028973740707259887,166.71078338623047,160.63415069580077,1,1.0,-0.0028973740707259887,1.3797959954403665,1.1262698989458693,1.1356951953419687,-0.008299142617453278
2023-05-16,170.00634765625,171.0635071571624,169.73958158279842,169.92730529834625,42110300,0.0,166.99878540039063,160.9987744140625,1,1.0,0.0,1.3797959954403665,1.1262698989458693,1.1356951953419687,-0.008299142617453278
2023-05-17,170.618896484375,170.8560084675657,168.37611683004315,169.65065404284252,57951600,0.0036030938642570565,167.26018981933595,161.41965362548828,1,1.0,0.0036030938642570565,1.384767529925464,1.1303279551082586,1.1356951953419687,-0.004725951343039741
2023-05-18,172.9506072998047,173.13833101906644,170.51022910097907,170.92519018134206,65496700,0.013666193273282667,167.68652420043946,161.8621060180664,1,1.0,0.013666193273282667,1.4036920306279916,1.1457752354049624,1.1457752354049624,0.0
2023-05-19,173.05929565429688,174.2745399441767,172.84193292592303,174.2745399441767,55809500,0.0006284358071306784,168.19870529174804,162.3517233276367,1,1.0,0.0006284358071306784,1.4045741609622222,1.1464952815898144,1.1464952815898144,0.0
2023-05-22,172.11077880859375,172.61467191708667,171.36977372037438,171.89341610998645,43570900,-0.005480877765721925,168.64816665649414,162.86361236572264,1,1.0,-0.005480877765721925,1.3968758616730967,1.1402114810924437,1.1464952815898144,-0.0054808777657218725
2023-05-23,169.50245666503906,171.30063640969706,169.22581594675142,171.0536346915268,50747300,-0.01515490291549626,169.04417037963867,163.28446044921876,1,1.0,-0.01515490291549626,1.3757063436044408,1.1229316867933536,1.1464952815898144,-0.02055271851078684
2023-05-24,169.77911376953125,170.35215962008832,168.4749524111313,169.03810854350246,45143500,0.0016321716506970674,169.45450134277343,163.66900848388673,1,1.0,0.0016321716506970674,1.377951732498156,1.1247645040582073,1.1464952815898144,-0.018954092424587773
2023-05-25,170.91529846191406,171.81437317497037,169.63088663153601,170.34225271987503,56058300,0.006692134663425886,169.6922462463379,164.0683871459961,1,1.0,0.006692134663425886,1.3871731710517348,1.1322915795840063,1.1464952815898144,-0.0123888011000902
2023-05-26,173.32603454589844,173.6619683326656,171.03386649216068,171.24135456411133,54835000,0.014104858404594856,169.9878776550293,164.45954467773439,1,1.0,0.014104858404594856,1.4067390522120724,1.1482623919867538,1.1482623919867538,0.0
2023-05-30,175.1736297607422,176.8433638660441,174.4523889310648,174.83771102645838,55964400,0.010659652023334631,170.38032760620118,164.90442626953126,1,1.0,0.010659652023334631,1.4217344009962887,1.1605024695168145,1.1605024695168145,0.0
2023-05-31,175.12420654296875,177.19902686801004,174.64007778024913,175.20324889662425,99625300,-0.0002821384579456687,170.82210464477538,165.30096130371095,1,1.0,-0.0002821384579456687,1.4213332750447834,1.1601750471396228,1.1605024695168145,-0.00028213845794568466
2023-06-01,177.9301300048828,177.95976900098933,174.8080250915144,175.5687945017499,68901800,0.016022476374364603,171.45794982910155,165.71651611328124,1,1.0,0.016022476374364603,1.4441065538642868,1.1787639244225447,1.1787639244225447,0.0
2023-06-02,178.7798309326172,179.5998784017098,177.11009699591673,178.8588732872537,61996900,0.004775475225646586,172.218172454834,166.17767852783203,1,1.0,0.004775475225646586,1.4510028489354596,1.1843930823405104,1.1843930823405104,0.0
2023-06-05,177.42626953125,182.73186141970515,175.90473056039738,180.43969339813148,121946500,-0.007571107961710455,172.52691040039062,166.59006317138673,1,1.0,-0.007571107961710455,1.4400171497134198,1.1754259144450074,1.1843930823405104,-0.007571107961710437
2023-06-06,177.06069946289062,177.95977416384898,175.30203354675976,177.81157917901706,64848400,-0.0020604055381719943,172.82082443237306,166.96908905029298,1,1.0,-0.0020604055381719943,1.4370501304030876,1.173004060381174,1.1843930823405104,-0.00961591394710808
2023-06-07,175.6873779296875,179.03672040758232,175.19337452542106,176.29993732672585,61944600,-0.0077562188411605115,173.13141632080078,167.35952239990235,1,1.0,-0.0077562188411605115,1.425904055105963,1.1639059841872879,1.1843930823405104,-0.017297549655336964
2023-06-08,178.4044189453125,178.6711699623807,175.33171678380066,175.76642717021195,50214900,0.015465203292591712,173.48955764770508,167.8167282104492,1,1.0,0.015465203292591712,1.4479559511939075,1.1819060268462083,1.1843930823405104,-0.002099856484628764
2023-06-09,178.78973388671875,180.0444917855316,178.4636898031236,179.32325097528164,48900000,0.0021597836179403362,173.8575912475586,168.22007415771483,1,1.0,0.0021597836179403362,1.4510832227367954,1.1844586881209356,1.1844586881209356,0.0
2023-06-12,181.5857696533203,181.68457636718009,178.79959821677159,179.09600328256303,54274900,0.0156386818516836,174.4118621826172,168.6479653930664,1,1.0,0.0156386818516836,1.473776251597492,1.2029820607109214,1.2029820607109214,0.0
2023-06-13,181.1115264892578,181.94144859403625,180.2519653861507,180.6076484418825,54929100,-0.0026116758211169877,174.96712112426758,169.0162503051758,1,1.0,-0.0026116758211169877,1.4699272257954583,1.1998402615497252,1.2029820607109214,-0.00261167582111696
2023-06-14,181.7438507080078,182.1785761189824,179.8370047903456,181.17080494588566,57462900,0.003491352709610762,175.55399627685546,169.3721209716797,1,1.0,0.003491352709610762,1.47505926019817,1.204029327097987,1.204029327097987,0.0
2023-06-15,183.7791290283203,184.2830221162751,181.57587821037063,181.75372726370364,65433200,0.011198608989430925,176.21200790405274,169.77935272216797,1,1.0,0.011198608989430925,1.4915778720893687,1.217512780743965,1.217512780743965,0.0
2023-06-16,182.7022247314453,184.7474061455162,182.0600263098281,184.49051471623886,101256200,-0.005859774733773193,176.69958877563477,170.20194732666016,1,1.0,-0.005859774733773193,1.482837561761044,1.2103784301133156,1.217512780743965,-0.005859774733773152
2023-06-20,182.7911376953125,183.86807659469073,182.19834264439277,182.19834264439277,49799100,0.0004866550694599958,177.18618087768556,170.60856048583983,1,1.0,0.0004866550694599958,1.4835591921776607,1.2109674669122952,1.217512780743965,-0.00537597135339331
2023-06-21,181.75376892089844,183.18637601292107,180.4001891198182,182.6824828094761,49515700,-0.005675159022989429,177.66833038330077,171.04632385253908,1,1.0,-0.005675159022989429,1.4751397578420349,1.2040950339659011,1.217512780743965,-0.011020620884049273
2023-06-22,184.7572479248047,184.8066512736315,181.46718389330616,181.5363515968208,51245300,0.0165249888447343,178.43106994628906,171.568427734375,1,1.0,0.0165249888447343,1.4995164258847986,1.2239926909701877,1.2239926909701877,0.0
2023-06-23,184.4410858154297,185.31053654650353,182.7911164149862,183.32464848206732,53117000,-0.0017112298051964459,179.16416854858397,172.0980209350586,1,1.0,-0.0017112298051964459,1.4969504086834429,1.2218981581960568,1.2239926909701877,-0.001711229805196499
2023-06-26,183.0480194091797,185.79467703737228,183.0084906957425,184.5893075659166,48088700,-0.007552907206608173,179.77080459594725,172.49201171875,1,1.0,-0.007552907206608173,1.4856440811537626,1.2126692747912766,1.2239926909701877,-0.009251212251876823
2023-06-27,185.8045654296875,186.13060949863421,183.4432296659109,183.66059237854205,50730800,0.015059141472303583,180.3947311401367,172.94803985595703,1,1.0,0.015059141472303583,1.5080166055493476,1.2309310329594743,1.2309310329594743,0.0
2023-06-28,186.98028564453125,187.6224840299043,185.3500804657921,185.67610944091012,51216800,0.0063277251133457835,180.98506393432618,173.42718811035155,1,1.0,0.0063277251133457835,1.5175589200956245,1.2387200261695286,1.2387200261695286,0.0
2023-06-29,187.31622314453125,187.7904773075337,186.67402469467498,186.8123450566035,46347300,0.0017966466295737948,181.59466476440429,173.88858642578126,1,1.0,0.0017966466295737948,1.520285437214594,1.2409455683295316,1.2409455683295316,0.0
2023-06-30,191.6436767578125,192.14755478947328,188.9661717445866,189.33174450555188,85213200,0.02310239626143984,182.28034210205078,174.41364379882813,1,1.0,0.02310239626143984,1.5554076738156217,1.2696143845879582,1.2696143845879582,0.0
2023-07-03,190.1518096923828,191.5547776450248,189.46019281962833,191.45597092726317,31458200,-0.0077845879951208286,182.84894104003905,174.92820159912108,1,1.0,-0.0077845879951208286,1.543299465910518,1.259730959691262,1.2696143845879582,-0.007784587995120827
2023-07-05,189.03533935546875,190.66554451499093,188.33384790710164,189.27246641036476,46920300,-0.0058714683742439044,183.42939453125,175.45259490966797,1,1.0,-0.0058714683742439044,1.5342380319044369,1.2523344892013788,1.2696143845879582,-0.013610349407144912
2023-07-06,189.5095977783203,189.71708585705593,186.93089921117289,187.56322301313529,45094300,0.002508834720897024,184.05183944702148,175.98035583496093,1,1.0,0.002508834720897024,1.5380871815489994,1.255476389450064,1.2696143845879582,-0.01113566080340411
2023-07-07,188.3931121826172,190.35925096234297,187.9584018939785,189.11436793531539,46815000,-0.005891446178937776,184.68712615966797,176.51657043457033,1,1.0,-0.005891446178937776,1.5290256237003894,1.2480798178726917,1.2696143845879582,-0.016961501836051805
2023-07-10,186.3479461669922,187.71140025097682,184.796768395991,186.9901444981463,59922200,-0.010855842827430684,185.08430252075195,177.01207946777345,1,1.0,-0.010855842827430684,1.5124267618503837,1.2345308595337774,1.2696143845879582,-0.0276332132654332
